baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b3417,malP,GCF_036503815.1,AABJ99_RS01805,malP,comparable,15,80,9,71,9,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b4475,rtcA,GCF_036503815.1,AABJ99_RS01795,rtcA,comparable,22,54,8,46,8,10,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3421,rtcB,GCF_036503815.1,AABJ99_RS01790,rtcB,comparable,14,43,4,39,4,0,10,0,0,0,partially_shared_variants
GCF_000005845.2,b3424,glpG,GCF_036503815.1,AABJ99_RS01775,glpG,comparable,12,22,4,18,4,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3425,glpE,GCF_036503815.1,AABJ99_RS01770,glpE,comparable,6,16,3,13,3,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3428,glgP,GCF_036503815.1,AABJ99_RS01715,glgP,comparable,12,97,0,97,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b3429,glgA,GCF_036503815.1,AABJ99_RS01710,glgA,comparable,5,35,0,35,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3430,glgC,GCF_036503815.1,AABJ99_RS01705,glgC,comparable,5,25,0,25,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3431,glgX,GCF_036503815.1,AABJ99_RS01700,glgX,comparable,17,63,0,63,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3432,glgB,GCF_036503815.1,AABJ99_RS01695,glgB,comparable,3,61,0,61,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3433,asd,GCF_036503815.1,AABJ99_RS01685,asd,comparable,5,11,0,11,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3434,yhgN,GCF_036503815.1,AABJ99_RS01680,yhgN,comparable,9,15,0,15,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b4476,gntU,GCF_036503815.1,AABJ99_RS01665,gntU,comparable,33,46,0,46,0,0,0,0,0,33,unresolved_liftover
GCF_000005845.2,b3437,gntK,GCF_036503815.1,AABJ99_RS01660,gntK,comparable,3,16,0,16,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3438,gntR,GCF_036503815.1,AABJ99_RS01655,gntR,comparable,31,50,0,50,0,0,0,0,0,31,unresolved_liftover
GCF_000005845.2,b3439,yhhW,GCF_036503815.1,AABJ99_RS01650,yhhW,comparable,7,24,0,24,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3440,yhhX,GCF_036503815.1,AABJ99_RS01645,yhhX,comparable,6,48,0,48,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3441,yhhY,GCF_036503815.1,AABJ99_RS01640,yhhY,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3446,yrhB,GCF_036503815.1,AABJ99_RS01635,yrhB,comparable,1,7,0,7,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3447,ggt,GCF_036503815.1,AABJ99_RS01630,ggt,comparable,20,107,0,107,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b3448,yhhA,GCF_036503815.1,AABJ99_RS01625,yhhA,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3449,ugpQ,GCF_036503815.1,AABJ99_RS01620,ugpQ,comparable,19,32,0,32,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b3450,ugpC,GCF_036503815.1,AABJ99_RS01615,ugpC,comparable,1,42,0,42,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3451,ugpE,GCF_036503815.1,AABJ99_RS01610,ugpE,comparable,1,34,0,34,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3452,ugpA,GCF_036503815.1,AABJ99_RS01605,ugpA,comparable,0,35,0,35,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3453,ugpB,GCF_036503815.1,AABJ99_RS01600,ugpB,comparable,10,44,0,44,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3454,livF,GCF_036503815.1,AABJ99_RS01590,livF,comparable,25,36,13,23,13,2,10,0,0,0,partially_shared_variants
GCF_000005845.2,b3455,livG,GCF_036503815.1,AABJ99_RS01585,livG,comparable,16,32,10,22,10,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3457,livH,GCF_036503815.1,AABJ99_RS01575,livH,comparable,30,50,21,29,21,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3458,livK,GCF_036503815.1,AABJ99_RS01570,livK,comparable,20,44,13,31,13,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3459,panZ,GCF_036503815.1,AABJ99_RS01565,panM,comparable,10,15,5,10,5,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3460,livJ,GCF_036503815.1,AABJ99_RS01560,livJ,comparable,11,29,5,24,5,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3461,rpoH,GCF_036503815.1,AABJ99_RS01555,rpoH,comparable,11,25,7,18,7,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3462,ftsX,GCF_036503815.1,AABJ99_RS01550,ftsX,comparable,28,52,19,33,19,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3463,ftsE,GCF_036503815.1,AABJ99_RS01545,ftsE,comparable,9,17,6,11,6,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3464,ftsY,GCF_036503815.1,AABJ99_RS01540,ftsY,comparable,38,65,19,46,19,0,18,0,0,1,unresolved_liftover
GCF_000005845.2,b3465,rsmD,GCF_036503815.1,AABJ99_RS01535,rsmD,comparable,8,15,5,10,5,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3466,yhhL,GCF_036503815.1,AABJ99_RS01530,yhhL,comparable,5,7,1,6,1,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3467,yhhM,GCF_036503815.1,AABJ99_RS01525,yhhM,comparable,8,20,4,16,4,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3468,yhhN,GCF_036503815.1,AABJ99_RS01520,yhhN,comparable,4,24,2,22,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3469,zntA,GCF_036503815.1,AABJ99_RS01515,zntA,comparable,67,113,33,80,33,4,30,0,0,0,partially_shared_variants
GCF_000005845.2,b3470,tusA,GCF_036503815.1,AABJ99_RS01505,tusA,comparable,10,6,2,4,2,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3471,yhhQ,GCF_036503815.1,AABJ99_RS01500,yhhQ,comparable,11,16,2,14,2,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3472,dcrB,GCF_036503815.1,AABJ99_RS01495,dcrB,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3473,yhhS,GCF_036503815.1,AABJ99_RS01490,yhhS,comparable,0,38,0,38,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3474,yhhT,GCF_036503815.1,AABJ99_RS01485,yhhT,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3475,acpT,GCF_036503815.1,AABJ99_RS01480,acpT,comparable,1,28,1,27,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3476,nikA,GCF_036503815.1,AABJ99_RS01475,nikA,comparable,9,74,2,72,2,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3477,nikB,GCF_036503815.1,AABJ99_RS01470,nikB,comparable,1,39,0,39,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3479,nikD,GCF_036503815.1,AABJ99_RS01460,nikD,comparable,8,43,3,40,3,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3480,nikE,GCF_036503815.1,AABJ99_RS01455,nikE,comparable,25,45,5,40,5,2,17,0,1,0,partially_shared_variants
GCF_000005845.2,b3481,nikR,GCF_036503815.1,AABJ99_RS01450,nikR,comparable,7,16,3,13,3,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3485,yhhJ,GCF_036503815.1,AABJ99_RS01435,yhhJ,comparable,0,31,0,31,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3486,rbbA,GCF_036503815.1,AABJ99_RS01430,rbbA,comparable,1,116,0,116,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3487,yhiI,GCF_036503815.1,AABJ99_RS01425,yhiI,comparable,2,40,0,40,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4790,yhiY,GCF_036503815.1,AABJ99_RS01420,yhiY,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3491,yhiM,GCF_036503815.1,AABJ99_RS01405,yhiM,comparable,0,39,0,39,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3492,yhiN,GCF_036503815.1,AABJ99_RS01265,yhiN,comparable,11,29,0,29,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3494,uspB,GCF_036503815.1,AABJ99_RS01255,uspB,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3495,uspA,GCF_036503815.1,AABJ99_RS01250,uspA,comparable,5,3,0,3,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3496,dtpB,GCF_036503815.1,AABJ99_RS01240,dtpB,comparable,12,41,0,41,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b3497,rsmJ,GCF_036503815.1,AABJ99_RS01235,rsmJ,comparable,13,44,0,44,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3498,prlC,GCF_036503815.1,AABJ99_RS01230,prlC,comparable,76,106,0,106,0,0,0,0,0,76,unresolved_liftover
GCF_000005845.2,b3499,rlmJ,GCF_036503815.1,AABJ99_RS01225,rlmJ,comparable,3,40,0,40,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3500,gor,GCF_036503815.1,AABJ99_RS01220,gorA,comparable,2,50,0,50,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4613,dinQ,GCF_036503815.1,AABJ99_RS01215,dinQ,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3502,arsB,GCF_036503815.1,AABJ99_RS01200,arsB,comparable,0,59,0,59,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3506,slp,GCF_036503815.1,AABJ99_RS01175,slp,comparable,1,4,0,4,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3507,dctR,GCF_036503815.1,AABJ99_RS01170,dctR,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3508,yhiD,GCF_036503815.1,AABJ99_RS01165,yhiD,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3509,hdeB,GCF_036503815.1,AABJ99_RS01160,hdeB,comparable,1,12,0,12,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3510,hdeA,GCF_036503815.1,AABJ99_RS01155,hdeA,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3511,hdeD,GCF_036503815.1,AABJ99_RS01150,hdeD,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3512,gadE,GCF_036503815.1,AABJ99_RS01145,gadE,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3513,mdtE,GCF_036503815.1,AABJ99_RS01135,mdtE,comparable,0,26,0,26,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3514,mdtF,GCF_036503815.1,AABJ99_RS01130,mdtF,comparable,1,117,0,117,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3515,gadW,GCF_036503815.1,AABJ99_RS01125,gadW,comparable,0,31,0,31,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3516,gadX,GCF_036503815.1,AABJ99_RS01120,gadX,comparable,0,35,0,35,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3518,ccp,GCF_036503815.1,AABJ99_RS01110,ccp,comparable,0,43,0,43,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3519,treF,GCF_036503815.1,AABJ99_RS01105,treF,comparable,26,43,0,43,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3520,yhjB,GCF_036503815.1,AABJ99_RS01100,yhjB,comparable,2,12,0,12,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3521,rcdB,GCF_036503815.1,AABJ99_RS01095,rcdB,comparable,1,14,0,14,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3522,yhjD,GCF_036503815.1,AABJ99_RS01090,yhjD,comparable,0,49,0,49,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3523,yhjE,GCF_036503815.1,AABJ99_RS01085,yhjE,comparable,1,50,0,50,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3524,yhjG,GCF_036503815.1,AABJ99_RS01080,yhjG,comparable,0,112,0,112,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3525,pdeH,GCF_036503815.1,AABJ99_RS01075,pdeH,comparable,0,40,0,40,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3526,kdgK,GCF_036503815.1,AABJ99_RS01070,kdgK,comparable,7,30,0,30,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b3527,yhjJ,GCF_036503815.1,AABJ99_RS01045,yhjJ,comparable,0,42,0,42,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3528,dctA,GCF_036503815.1,AABJ99_RS01040,dctA,comparable,1,21,0,21,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3529,pdeK,GCF_036503815.1,AABJ99_RS01035,hmsP,comparable,0,47,0,47,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3530,bcsC,GCF_036503815.1,AABJ99_RS01030,bcsC,comparable,26,148,0,148,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3531,bcsZ,GCF_036503815.1,AABJ99_RS01025,bcsZ,comparable,11,23,0,23,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3532,bcsB,GCF_036503815.1,AABJ99_RS01020,bcsB,comparable,21,76,0,76,0,0,0,0,0,21,unresolved_liftover
GCF_000005845.2,b3533,bcsA,GCF_036503815.1,AABJ99_RS01015,bcsA,comparable,9,93,0,93,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3535,yhjR,GCF_036503815.1,AABJ99_RS01005,bcsR,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3536,bcsE,GCF_036503815.1,AABJ99_RS01000,bcsE,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3537,bcsF,GCF_036503815.1,AABJ99_RS00995,bcsF,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3538,bcsG,GCF_036503815.1,AABJ99_RS00990,bcsG,comparable,0,25,0,25,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3539,yhjV,GCF_036503815.1,AABJ99_RS00960,yhjV,comparable,2,33,0,33,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3540,dppF,GCF_036503815.1,AABJ99_RS00955,dppF,comparable,0,47,0,47,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3541,dppD,GCF_036503815.1,AABJ99_RS00950,dppD,comparable,0,50,0,50,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3542,dppC,GCF_036503815.1,AABJ99_RS00945,dppC,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3544,dppA,GCF_036503815.1,AABJ99_RS00935,dppA,comparable,0,58,0,58,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3548,yhjY,GCF_036503815.1,AABJ99_RS00905,yhjY,comparable,9,24,0,24,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3549,tag,GCF_036503815.1,AABJ99_RS00900,tag,comparable,10,20,0,20,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3550,yiaC,GCF_036503815.1,AABJ99_RS00895,yiaC,comparable,11,14,0,14,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3552,yiaD,GCF_036503815.1,AABJ99_RS00885,yiaD,comparable,6,15,0,15,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3554,yiaF,GCF_036503815.1,AABJ99_RS00875,yiaF,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3555,yiaG,GCF_036503815.1,AABJ99_RS00870,yiaG,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3556,cspA,GCF_036503815.1,AABJ99_RS00865,cspE,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4793,ysaE,GCF_036503815.1,AABJ99_RS00860,AABJ99_RS00860,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4455,hokA,GCF_036503815.1,AABJ99_RS00855,hokA,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3559,glyS,GCF_036503815.1,AABJ99_RS00850,glyS,comparable,1,80,0,80,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3560,glyQ,GCF_036503815.1,AABJ99_RS00845,glyQ,comparable,1,11,0,11,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4553,ysaB,GCF_036503815.1,AABJ99_RS00840,ysaB,comparable,15,22,0,22,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3561,wecH,GCF_036503815.1,AABJ99_RS00835,wecH,comparable,23,48,0,48,0,0,0,0,0,23,unresolved_liftover
GCF_000005845.2,b3562,yiaA,GCF_036503815.1,AABJ99_RS00830,yiaA,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3563,yiaB,GCF_036503815.1,AABJ99_RS00825,yiaB,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3564,xylB,GCF_036503815.1,AABJ99_RS00820,xylB,comparable,10,48,0,48,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3565,xylA,GCF_036503815.1,AABJ99_RS00815,xylA,comparable,4,27,0,27,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3566,xylF,GCF_036503815.1,AABJ99_RS00810,xylF,comparable,3,21,0,21,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3567,xylG,GCF_036503815.1,AABJ99_RS00805,xylG,comparable,6,25,0,25,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3568,xylH,GCF_036503815.1,AABJ99_RS00800,xylH,comparable,11,45,0,45,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3569,xylR,GCF_036503815.1,AABJ99_RS00795,xylR,comparable,0,31,0,31,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3570,bax,GCF_036503815.1,AABJ99_RS00790,bax,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3571,malS,GCF_036503815.1,AABJ99_RS00785,malS,comparable,1,68,0,68,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3572,avtA,GCF_036503815.1,AABJ99_RS00780,avtA,comparable,1,54,0,54,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3573,ysaA,GCF_036503815.1,AABJ99_RS00775,ysaA,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3574,plaR,GCF_036503815.1,AABJ99_RS00770,yiaJ,comparable,1,13,0,13,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3575,yiaK,GCF_036503815.1,AABJ99_RS00765,yiaK,comparable,2,47,0,47,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3576,yiaL,GCF_036503815.1,AABJ99_RS00760,yiaL,comparable,1,27,0,27,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3577,yiaM,GCF_036503815.1,AABJ99_RS00755,yiaM,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3578,yiaN,GCF_036503815.1,AABJ99_RS00750,yiaN,comparable,1,67,0,67,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3579,yiaO,GCF_036503815.1,AABJ99_RS00745,yiaO,comparable,0,68,0,68,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3580,lyxK,GCF_036503815.1,AABJ99_RS00740,lyxK,comparable,0,66,0,66,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3581,sgbH,GCF_036503815.1,AABJ99_RS00735,ulaD,comparable,9,28,0,28,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b3582,sgbU,GCF_036503815.1,AABJ99_RS00730,sgbU,comparable,31,42,0,42,0,0,0,0,0,31,unresolved_liftover
GCF_000005845.2,b3583,sgbE,GCF_036503815.1,AABJ99_RS00725,araD,comparable,14,31,0,31,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3584,yiaT,GCF_036503815.1,AABJ99_RS00705,yiaT,comparable,10,14,0,14,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3585,yiaU,GCF_036503815.1,AABJ99_RS00700,yiaU,comparable,2,14,0,14,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3589,yiaY,GCF_036503815.1,AABJ99_RS00665,yiaY,comparable,36,67,0,67,0,0,0,0,0,36,unresolved_liftover
GCF_000005845.2,b3590,selB,GCF_036503815.1,AABJ99_RS00660,selB,comparable,40,95,0,95,0,0,0,0,0,40,unresolved_liftover
GCF_000005845.2,b3591,selA,GCF_036503815.1,AABJ99_RS00655,selA,comparable,1,43,0,43,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3592,yibF,GCF_036503815.1,AABJ99_RS00650,yibF,comparable,1,13,0,13,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3599,mtlA,GCF_036503815.1,AABJ99_RS00635,mtlA,comparable,1,40,0,40,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3600,mtlD,GCF_036503815.1,AABJ99_RS00630,mtlD,comparable,5,59,0,59,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3601,mtlR,GCF_036503815.1,AABJ99_RS00625,mtlR,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4554,yibT,GCF_036503815.1,AABJ99_RS00620,yibT,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3604,lldR,GCF_036503815.1,AABJ99_RS00595,lldR,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3606,trmL,GCF_036503815.1,AABJ99_RS00585,trmL,comparable,10,28,0,28,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3607,cysE,GCF_036503815.1,AABJ99_RS00580,cysE,comparable,14,32,0,32,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b3608,gpsA,GCF_036503815.1,AABJ99_RS00575,gpsA,comparable,18,34,0,34,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b3609,secB,GCF_036503815.1,AABJ99_RS00570,secB,comparable,4,8,0,8,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3610,grxC,GCF_036503815.1,AABJ99_RS00565,grxC,comparable,3,5,0,5,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b3611,yibN,GCF_036503815.1,AABJ99_RS00560,yibN,comparable,5,6,0,6,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3612,gpmM,GCF_036503815.1,AABJ99_RS00555,gpmM,comparable,33,66,0,66,0,0,0,0,0,33,unresolved_liftover
GCF_000005845.2,b3613,envC,GCF_036503815.1,AABJ99_RS00550,envC,comparable,26,56,0,56,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b3614,yibQ,GCF_036503815.1,AABJ99_RS00545,yibQ,comparable,11,29,0,29,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b3615,waaH,GCF_036503815.1,AABJ99_RS00540,waaH,comparable,1,47,0,47,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3616,tdh,GCF_036503815.1,AABJ99_RS00535,tdh,comparable,27,36,0,36,0,0,0,0,0,27,unresolved_liftover
GCF_000005845.2,b3617,kbl,GCF_036503815.1,AABJ99_RS00530,kbl,comparable,27,41,0,41,0,0,0,0,0,27,unresolved_liftover
GCF_000005845.2,b3619,rfaD,GCF_036503815.1,AABJ99_RS00520,rfaD,comparable,15,37,0,37,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b3620,waaF,GCF_036503815.1,AABJ99_RS00515,rfaF,comparable,22,35,0,35,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b3633,waaA,GCF_036503815.1,AABJ99_RS00465,waaA,comparable,17,35,0,35,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b3634,coaD,GCF_036503815.1,AABJ99_RS00460,coaD,comparable,1,8,0,8,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3635,mutM,GCF_036503815.1,AABJ99_RS00455,mutM,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3636,rpmG,GCF_036503815.1,AABJ99_RS00450,rpmG,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3637,rpmB,GCF_036503815.1,AABJ99_RS00445,rpmB,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3638,yicR,GCF_036503815.1,AABJ99_RS00440,radC,comparable,6,9,0,9,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3639,dfp,GCF_036503815.1,AABJ99_RS00435,coaBC,comparable,6,32,0,32,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3640,dut,GCF_036503815.1,AABJ99_RS00430,dut,comparable,2,15,0,15,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3641,slmA,GCF_036503815.1,AABJ99_RS00425,slmA,comparable,5,10,0,10,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3642,pyrE,GCF_036503815.1,AABJ99_RS00420,pyrE,comparable,18,28,0,28,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b3644,yicC,GCF_036503815.1,AABJ99_RS00410,yicC,comparable,19,28,0,28,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b3646,yicG,GCF_036503815.1,AABJ99_RS00400,yicG,comparable,2,31,0,31,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3647,ligB,GCF_036503815.1,AABJ99_RS00395,ligB,comparable,5,84,0,84,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3648,gmk,GCF_036503815.1,AABJ99_RS00390,gmk,comparable,2,3,0,3,0,0,0,0,0,2,unresolved_liftover
