block_id,direction,source_accession,target_accession,query_name,query_length,query_start,query_end,strand,target_name,target_length,target_start,target_end,matches,alignment_bases,identity,mapq,alignment_type,chain_score,secondary_score,qualifying,reciprocal
GCF_002900365.1_to_GCF_000005845.2:35,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2281342,2310607,-,NC_000913.3,4641652,211880,236838,23407,29273,0.79961056,60,P,12541,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:36,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,616051,650119,-,NC_000913.3,4641652,1845095,1893696,29166,50595,0.57646012,60,P,9179,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:37,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1051268,1088729,-,NC_000913.3,4641652,1316464,1349206,29634,37476,0.79074608,60,P,8227,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:38,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1123971,1152616,-,NC_000913.3,4641652,1256718,1286528,26260,29855,0.87958466,60,P,9776,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:39,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,650373,686592,-,NC_000913.3,4641652,1805337,1843716,32196,38519,0.83584724,60,P,7312,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:40,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2620400,2642764,+,NC_000913.3,4641652,3297021,3319982,21021,22976,0.91491121,60,P,11577,4993,true,true
GCF_002900365.1_to_GCF_000005845.2:41,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3305287,3334378,-,NC_000913.3,4641652,3838177,3875461,26296,37330,0.70442004,60,P,7011,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:42,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1315738,1346401,-,NC_000913.3,4641652,1065508,1113407,27500,48118,0.57151170,60,P,7290,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:43,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,952388,988678,-,NC_000913.3,4641652,1487202,1526115,31969,39086,0.81791434,60,P,5720,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:44,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3391341,3422930,-,NC_000913.3,4641652,3770242,3796874,23220,32989,0.70387099,60,P,8105,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:45,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3357200,3382902,-,NC_000913.3,4641652,3805244,3832159,23508,26931,0.87289740,60,P,8946,4851,true,true
GCF_002900365.1_to_GCF_000005845.2:46,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3854631,3878078,+,NC_000913.3,4641652,3214955,3239537,21666,24633,0.87955182,60,P,9175,82,true,true
GCF_002900365.1_to_GCF_000005845.2:47,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3122098,3144624,-,NC_000913.3,4641652,4037396,4060260,20872,22934,0.91008982,60,P,10815,4851,true,true
GCF_002900365.1_to_GCF_000005845.2:48,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2539316,2565007,-,NC_000913.3,4641652,4595870,4621674,23247,26040,0.89274194,60,P,9111,85,true,true
GCF_002900365.1_to_GCF_000005845.2:49,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2744627,2766224,+,NC_000913.3,4641652,3404897,3426896,20035,22026,0.90960683,60,P,9956,4993,true,true
GCF_002900365.1_to_GCF_000005845.2:50,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4250056,4273396,-,NC_000913.3,4641652,2906532,2933475,20240,28459,0.71119857,60,P,8268,4836,false,false
GCF_002900365.1_to_GCF_000005845.2:51,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4308039,4331444,-,NC_000913.3,4641652,2842556,2864935,20582,23425,0.87863394,60,P,7906,4836,true,true
GCF_002900365.1_to_GCF_000005845.2:52,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1806259,1829816,-,NC_000913.3,4641652,657168,684417,21458,27318,0.78548942,60,P,7645,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:53,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2034695,2056207,-,NC_000913.3,4641652,409096,430476,19640,21589,0.90972254,60,P,7070,5761,true,false
GCF_002900365.1_to_GCF_000005845.2:54,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3644937,3670694,+,NC_000913.3,4641652,4283248,4303069,17886,26249,0.68139739,60,P,6553,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:55,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,586284,610140,-,NC_000913.3,4641652,1899179,1923046,21459,23903,0.89775342,60,P,6472,3578,true,true
GCF_002900365.1_to_GCF_000005845.2:56,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2722095,2743035,+,NC_000913.3,4641652,3383299,3404425,18976,21305,0.89068294,60,P,6122,4993,true,true
GCF_002900365.1_to_GCF_000005845.2:57,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2520634,2538932,-,NC_000913.3,4641652,4623101,4641633,16955,18547,0.91416402,60,P,7194,85,true,true
GCF_002900365.1_to_GCF_000005845.2:58,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3057740,3079608,+,NC_000913.3,4641652,3722323,3744134,19543,21959,0.88997677,60,P,5175,4993,true,true
GCF_002900365.1_to_GCF_000005845.2:59,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3678278,3700359,-,NC_000913.3,4641652,4427693,4448232,17423,23510,0.74108890,60,P,5722,114,false,false
GCF_002900365.1_to_GCF_000005845.2:60,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,257112,282443,-,NC_000913.3,4641652,2198879,2223901,22073,25347,0.87083284,60,P,4322,3578,true,false
GCF_002900365.1_to_GCF_000005845.2:61,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,426546,449879,-,NC_000913.3,4641652,2012683,2035247,19452,24089,0.80750550,60,P,4984,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:62,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3599856,3616397,+,NC_000913.3,4641652,4242530,4260047,14384,18395,0.78195162,60,P,4969,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:63,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1726040,1738788,-,NC_000913.3,4641652,753191,765089,11262,12796,0.88011879,60,P,6011,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:64,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,861399,879005,+,NC_000913.3,4641652,1533066,1552682,15788,19750,0.79939241,60,P,4148,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:65,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4277373,4293458,-,NC_000913.3,4641652,2887310,2903422,14601,16123,0.90560069,60,P,4571,4836,true,false
GCF_002900365.1_to_GCF_000005845.2:66,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2597845,2613512,-,NC_000913.3,4641652,4539646,4555350,14232,15760,0.90304569,60,P,4688,85,true,false
GCF_002900365.1_to_GCF_000005845.2:67,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2571371,2583374,-,NC_000913.3,4641652,4581429,4593194,11072,12043,0.91937225,60,P,6922,85,true,true
GCF_002900365.1_to_GCF_000005845.2:68,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1090007,1107119,-,NC_000913.3,4641652,1295442,1313772,15362,18358,0.83680139,60,P,4121,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:69,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,482571,500390,-,NC_000913.3,4641652,1958451,1978497,15889,20064,0.79191587,60,P,3764,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:70,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2961104,2975391,+,NC_000913.3,4641652,3636228,3650640,13013,14495,0.89775785,60,P,4227,4993,true,true
GCF_002900365.1_to_GCF_000005845.2:71,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2056512,2071880,-,NC_000913.3,4641652,393311,408502,13762,15379,0.89485662,60,P,3609,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:72,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1025596,1041443,-,NC_000913.3,4641652,1351831,1390723,14285,38902,0.36720477,60,P,4021,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:73,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3628228,3644844,+,NC_000913.3,4641652,4264312,4281629,14739,17518,0.84136317,60,P,4192,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:74,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,310387,326548,-,NC_000913.3,4641652,2151719,2164997,12172,16162,0.75312461,60,P,3972,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:75,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4293715,4304829,-,NC_000913.3,4641652,2866512,2877627,10379,11115,0.93378318,60,P,4662,4836,true,true
GCF_002900365.1_to_GCF_000005845.2:76,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,459543,473264,-,NC_000913.3,4641652,1988582,2002328,12453,13752,0.90554101,60,P,3422,3578,true,true
GCF_002900365.1_to_GCF_000005845.2:77,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1830733,1843312,-,NC_000913.3,4641652,643514,656108,11471,12596,0.91068593,60,P,3069,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:78,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2691929,2703990,+,NC_000913.3,4641652,3369443,3383131,11020,13752,0.80133799,60,P,4478,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:79,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4096899,4113079,-,NC_000913.3,4641652,3059748,3073892,12601,16314,0.77240407,60,P,3885,4836,false,false
GCF_002900365.1_to_GCF_000005845.2:80,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,296915,309594,-,NC_000913.3,4641652,2165576,2187463,11498,21921,0.52451987,60,P,3340,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:81,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1739718,1753082,-,NC_000913.3,4641652,738925,752261,11945,13371,0.89335128,60,P,2572,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:82,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,910056,924848,+,NC_000913.3,4641652,1607277,1622519,12505,16007,0.78122072,60,P,2090,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:83,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2128173,2139123,-,NC_000913.3,4641652,332389,342518,9334,10954,0.85210882,60,P,3418,5761,true,true
GCF_002900365.1_to_GCF_000005845.2:84,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,374647,383990,-,NC_000913.3,4641652,2089857,2099202,8702,9347,0.93099390,60,P,4069,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:85,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4381732,4391738,-,NC_000913.3,4641652,2788855,2798593,9000,10039,0.89650364,60,P,3855,4836,true,true
GCF_002900365.1_to_GCF_000005845.2:86,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3839112,3850331,-,NC_000913.3,4641652,4449115,4459856,9755,11340,0.86022928,60,P,3731,42,true,true
GCF_002900365.1_to_GCF_000005845.2:87,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3828067,3838398,-,NC_000913.3,4641652,4459903,4470317,9437,10426,0.90514099,60,P,2903,42,true,true
GCF_002900365.1_to_GCF_000005845.2:88,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2643919,2652288,+,NC_000913.3,4641652,3322029,3330397,7783,8370,0.92986858,60,P,3649,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:89,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3917751,3927182,+,NC_000913.3,4641652,3281781,3296400,8498,14806,0.57395650,60,P,3619,82,false,false
GCF_002900365.1_to_GCF_000005845.2:90,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3934055,3941544,-,NC_000913.3,4641652,4480932,4488423,7048,7494,0.94048572,60,P,3706,0,false,false
GCF_002900365.1_to_GCF_000005845.2:91,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2180993,2190266,-,NC_000913.3,4641652,253699,262906,7777,10052,0.77367688,60,P,2572,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:92,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,926803,936443,+,NC_000913.3,4641652,1625377,1635022,8735,9654,0.90480630,60,P,4347,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:93,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3093237,3100303,-,NC_000913.3,4641652,4079290,4086839,6552,7695,0.85146199,60,P,3803,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:94,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,411489,421894,-,NC_000913.3,4641652,2053520,2065340,9283,11843,0.78383855,60,P,1882,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:95,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3591235,3599860,+,NC_000913.3,4641652,4231882,4240738,7851,8880,0.88412162,60,P,2734,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:96,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3046008,3055408,+,NC_000913.3,4641652,3710838,3720305,8478,9476,0.89468130,60,P,2346,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:97,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,829772,839099,-,NC_000913.3,4641652,1637610,1644677,6599,9337,0.70675806,60,P,3712,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:98,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,287725,295934,-,NC_000913.3,4641652,2188449,2196649,7463,8210,0.90901340,60,P,2194,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:99,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1009957,1020655,-,NC_000913.3,4641652,1394903,1411941,9456,17067,0.55405168,60,P,2366,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:100,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2233995,2240494,-,NC_000913.3,4641652,239443,245945,6061,6503,0.93203137,60,P,2480,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:101,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,997872,1007570,-,NC_000913.3,4641652,1436141,1445793,8578,9703,0.88405648,60,P,1499,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:102,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2587558,2597032,-,NC_000913.3,4641652,4558291,4571915,8425,13654,0.61703530,60,P,1902,85,false,false
GCF_002900365.1_to_GCF_000005845.2:103,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,384198,391164,-,NC_000913.3,4641652,2080795,2089207,6375,8421,0.75703598,60,P,2373,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:104,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,548965,556004,-,NC_000913.3,4641652,1944427,1951387,6343,7041,0.90086635,60,P,2410,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:105,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3424522,3431564,-,NC_000913.3,4641652,3754913,3761955,6391,7044,0.90729699,60,P,1600,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:106,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2954311,2959450,+,NC_000913.3,4641652,3625678,3630817,4789,5139,0.93189336,60,P,2058,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:107,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1110126,1116801,-,NC_000913.3,4641652,1287536,1294215,6018,6680,0.90089820,60,P,1933,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:108,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,475509,482141,-,NC_000913.3,4641652,1979704,1986337,5959,6638,0.89771015,60,P,1265,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:109,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3384024,3388703,-,NC_000913.3,4641652,3799462,3804138,4369,4680,0.93354701,60,P,1727,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:110,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1153048,1160076,-,NC_000913.3,4641652,1245745,1252960,6211,7215,0.86084546,60,P,789,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:111,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,893128,900006,+,NC_000913.3,4641652,1572527,1579411,6046,6893,0.87712172,60,P,643,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:112,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,132502,137260,-,NC_000913.3,4641652,2344590,2349516,4352,4927,0.88329612,60,P,1235,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:113,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,4085426,4090604,-,NC_000913.3,4641652,3074230,3079408,4680,5178,0.90382387,60,P,1463,4836,false,false
GCF_002900365.1_to_GCF_000005845.2:114,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2074523,2079673,-,NC_000913.3,4641652,385120,390333,4663,5225,0.89244019,60,P,1421,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:115,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2988616,2995021,+,NC_000913.3,4641652,3657734,3664206,5637,6504,0.86669742,60,P,970,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:116,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,886604,892755,+,NC_000913.3,4641652,1565924,1572152,5420,6235,0.86928629,60,P,1048,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:117,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,879431,883657,+,NC_000913.3,4641652,1552790,1557050,3863,4261,0.90659470,60,P,1273,3796,false,false
GCF_002900365.1_to_GCF_000005845.2:118,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,452364,456767,-,NC_000913.3,4641652,2005311,2009714,3976,4403,0.90302067,60,P,878,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:119,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3082017,3087232,+,NC_000913.3,4641652,3745612,3750827,4597,5217,0.88115775,60,P,725,4993,false,false
GCF_002900365.1_to_GCF_000005845.2:120,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,610735,614793,-,NC_000913.3,4641652,1894527,1898584,3667,4059,0.90342449,60,P,1302,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:121,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3103436,3106380,-,NC_000913.3,4641652,4075494,4078438,2766,2944,0.93953804,60,P,1370,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:122,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1843623,1847812,-,NC_000913.3,4641652,637681,641869,3734,4197,0.88968311,60,P,1478,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:123,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2374766,2379029,-,NC_000913.3,4641652,145632,149614,3569,4268,0.83622306,60,P,1037,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:124,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3350640,3355873,-,NC_000913.3,4641652,3833792,3836318,2389,5233,0.45652589,60,P,1317,4851,false,false
GCF_002900365.1_to_GCF_000005845.2:125,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2144013,2147070,-,NC_000913.3,4641652,321409,324457,2787,3057,0.91167812,60,P,753,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:126,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1202942,1206213,-,NC_000913.3,4641652,1224275,1229051,2965,4779,0.62042268,60,P,945,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:127,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2149100,2152243,-,NC_000913.3,4641652,317925,321068,2830,3143,0.90041362,60,P,632,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:128,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,818230,819858,-,NC_000913.3,4641652,1649217,1650844,1616,1628,0.99262899,60,P,2001,3578,false,false
GCF_002900365.1_to_GCF_000005845.2:129,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3825455,3827500,-,NC_000913.3,4641652,4470523,4472568,1942,2045,0.94963325,60,P,1826,42,false,false
GCF_002900365.1_to_GCF_000005845.2:130,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,2231501,2233738,-,NC_000913.3,4641652,246793,249873,2091,3080,0.67889610,60,P,981,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:131,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,1350945,1356507,-,NC_000913.3,4641652,1058221,1063797,4748,5580,0.85089606,60,P,803,5761,false,false
GCF_002900365.1_to_GCF_000005845.2:132,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,944645,946072,-,NC_000913.3,4641652,4502088,4503515,1415,1427,0.99159075,60,P,1328,0,false,false
GCF_002900365.1_to_GCF_000005845.2:133,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3672018,3673447,-,NC_000913.3,4641652,4502086,4503515,1414,1429,0.98950315,60,P,1288,0,false,false
GCF_002900365.1_to_GCF_000005845.2:134,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3946253,3947681,+,NC_000913.3,4641652,4502087,4503515,1413,1428,0.98949580,60,P,1315,0,false,false
GCF_002900365.1_to_GCF_000005845.2:135,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3942529,3943957,-,NC_000913.3,4641652,4502087,4503515,1412,1428,0.98879552,60,P,1303,0,false,false
GCF_002900365.1_to_GCF_000005845.2:136,GCF_002900365.1_to_GCF_000005845.2,GCF_002900365.1,GCF_000005845.2,NZ_CP025979.1,4671322,3853196,3854623,-,NC_000913.3,4641652,4502088,4503515,1411,1427,0.98878767,60,P,1303,0,false,false
